ICMMID,Confidence.Factor,Mine_Name,Group_Names,Latitude,Longitude,Asset_Type,Country_Region,Primary_Commodity,Secondary_Commodity,Other_Commodities,Production,Processing,Net_GDP_Decrease,Risk_category
ICMM13275,High,Aima,NA,46.665,120.003,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13276,High,Ak Sug project,NA,53.435,96.555,Mine,Russia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13278,High,Naoshima Smelter,Akita smelter;Naoshima Smelter;Naoshima Refinery,34.472,133.975,Smelter;Refinery,Japan,copper,gold,silver,NA,TRUE,56,Elevated
ICMM13283,High,Alcasa CVG,Alcasa CVG;Aluminio,8.17,-62.44,Smelter,Venezuela,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13284,High,Aleksandrinsky,Aleksandrinsky;Aleksandrovskoye Mining Department,48.269,38.285,Mine,Ukraine,copper,coal,NA,TRUE,NA,56,Elevated
ICMM13285,High,Almalyk concentrator,Almalyk concentrator;Almalyk Cu smelter;Almalyk refinery;Almalyk Zn Smelter;Almalyk Refinery;Almalyk Refinery;Almalyk Smelter;Almalyk Refinery,40.858,69.535,Mine;Smelter;Refinery,Uzbekistan,copper,gold,silver;cadmium;zinc,TRUE,TRUE,56,Elevated
ICMM13287,High,Alouette,NA,50.196,-66.344,Smelter,Canada,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13291,High,Altonorte refinery,Altonorte refinery;Altonorte smelter,-23.8,-70.333,Smelter;Refinery,Chile,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13293,High,Ambatovy HPAL,Ambatovy HPAL;Ambatovy Refinery,-18.199,49.359,Plant,Madagascar,nickel,cobalt,NA,NA,TRUE,22,Moderate
ICMM13294,High,Andaychagua,Andaychagua;San Cristobal Concentrator,-11.743,-76.014,Mine,Peru,zinc,lead,silver;copper,TRUE,NA,51,Elevated
ICMM13295,High,Angouran,Angouran;Angouran;Angouran Pb Zn Mine,36.626,47.398,Mine,Iran,zinc,lead,silver,TRUE,NA,51,Elevated
ICMM13296,High,Angul,NA,21,85.417,Smelter,India,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13297,High,Anhui Tongguan Chizhou Smelter,Anhui;Chizhou Smelter;Chizhou Refinery;Anhui Tongguan Chizhou Smelter,30.697,117.522,Mine;Smelter;Refinery,China,zinc,lead,copper,TRUE,TRUE,51,Elevated
ICMM13299,High,Antapaccay,Antapaccay;Antapaccay,-14.962,-71.383,Mine,Peru,copper,gold,molybdenum;silver,TRUE,NA,56,Elevated
ICMM13301,High,Antucoya,Antucoya,-22.619,-69.865,Mine,Chile,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13304,High,Arak,NA,34.085,49.703,Smelter,Iran,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13306,High,Ardal,NA,61.236,7.707,Smelter,Norway,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13307,High,Aripuana,Aripuana,-10.057,-59.504,Mine,Brazil,zinc,lead,copper;silver;gold,TRUE,NA,51,Elevated
ICMM13309,High,Ashele,NA,48.337,86.362,Mine,China,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13310,High,Auby,Auby;Auby Smelter;Auby Refinery,50.408,3.075,Smelter,France,zinc,lead,silver;copper;cadmium;indium,NA,TRUE,51,Elevated
ICMM13313,High,Avino,Avino;Avino,24.529,-104.309,Mine,Mexico,silver,copper,lead;gold;zinc,TRUE,NA,36,Elevated
ICMM13314,High,Baie Comeau,NA,49.218,-68.204,Smelter,Canada,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13315,High,Bairendaba West Bairen,Bairendaba West Bairen;Bairendaba Yindu;Yindu;Bairendaba,44.109,117.541,Mine,China,zinc,lead,silver;manganese;copper;gold,TRUE,NA,51,Elevated
ICMM13317,High,BaiYinNuor,BaiYinNuor;Chifeng Bayannur;Baiyinnuoer,44.449,118.893,Mine,China,zinc,lead,silver;cadmium,TRUE,NA,51,Elevated
ICMM13318,High,Bajiazi,NA,40.584,120.05,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13320,High,Bangzhong,NA,29.327,89.638,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13321,High,Baoshan,Baoshan;Baoshan;Baoshan;Hunan Guiyang Refinery;Hunan Guiyang Smelter,25.734,112.71,Mine,China,zinc,lead,silver;antimony;bismuth;copper;gold;indium;iron ore;tantalum;tellurium,TRUE,NA,51,Elevated
ICMM13322,High,Baotou Huading refinery,Baotou Huading refinery;Baotou Huading smelter,40.657,109.746,Smelter;Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13326,High,Bashkirskaya Concentrator,Bashkirskaya Concentrator;Podolskoye;Yubileinoye,52.165,58.113,Mine,Russia,copper,zinc,lead;silver;gold,TRUE,NA,56,Elevated
ICMM13327,High,Becancour,NA,46.381,-72.717,Smelter,Canada,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13329,High,Belem (Albras),NA,-1.5,-48.667,Smelter,Brazil,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13335,High,Bisha,Bisha;Bisha,15.512,37.509,Mine,Eritrea,copper,zinc,lead;silver;gold,TRUE,NA,56,Elevated
ICMM13341,High,Boleo,Boleo,27.369,-112.297,Mine,Mexico,copper,cobalt,manganese;zinc,TRUE,NA,56,Elevated
ICMM13344,High,Booysendal,Booysendal;Booysendal North,-25.096,30.11,Mine,South Africa,platinum,palladium,rhodium;iridium;nickel;chromite;copper;gold;ruthenium,TRUE,NA,54,Elevated
ICMM13345,High,Bor refinery,Bor refinery;Bor smelter,44.083,22.167,Smelter;Refinery,Serbia,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13347,High,Boyne Island,NA,-23.55,151.21,Smelter,Australia,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13348,High,BRPM Styldrift,BRPM Styldrift;Styldrift 90JQ,-25.4,27.11,Mine,South Africa,platinum,palladium,iridium;rhodium;copper;gold;nickel;ruthenium,TRUE,NA,54,Elevated
ICMM13355,High,Caballo Blanco,NA,-19.705,-65.681,Mine,Bolivia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13357,High,Caijiaying,Caijiaying;Caijiaying,41.431,115.269,Mine,China,zinc,lead,silver;gold,TRUE,NA,51,Elevated
ICMM13358,High,Cajamarquilla,NA,-11.97,-76.888,Smelter,Peru,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13360,High,Campo Morado,Campo Morado,18.201,-100.157,Mine,Mexico,zinc,copper,gold;silver;lead;iron ore,TRUE,NA,51,Elevated
ICMM13361,High,Capela,Capela;Capela,18.307,-99.931,Mine,Mexico,zinc,lead,silver;copper;gold,TRUE,NA,51,Elevated
ICMM13362,High,Capricorn (Mt Gordon),NA,-19.477,139.388,Mine,Australia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13365,High,Caribou,Caribou;Caribou,47.564,-66.293,Mine,Canada,zinc,lead,silver;copper;gold,TRUE,NA,51,Elevated
ICMM13368,High,Caserones,Caserones;Caserones;Caserones SX EW,-28.176,-69.539,Mine,Chile,copper,molybdenum,NA,TRUE,NA,56,Elevated
ICMM13370,High,Caylloma,Caylloma;Caylloma (Cailloma);Caylloma Mine,-15.204,-71.862,Mine,Peru,silver,gold,lead;zinc;copper,TRUE,NA,36,Elevated
ICMM13371,High,CCR refinery,CCR refinery;CCR Refinery,45.627,-73.506,Refinery,Canada,copper,gold,nickel;palladium;platinum;selenium;silver,NA,TRUE,56,Elevated
ICMM13372,High,Century Tailings,NA,-18.779,138.643,Mine,Australia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13373,High,Cerro Los Gatos,NA,27.522,-106.281,Mine,Mexico,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13375,High,Chaihe Erdaohe,Chaihe Erdaohe;Guosen,47.75,121.049,Mine,China,zinc,lead,NA,TRUE,NA,51,Elevated
ICMM13377,High,Changba,Changba;Chengzhou;Xumingshan;Changsha Refinery;Gansu Changba Refinery,33.937,105.689,Mine,China,zinc,lead,silver,TRUE,NA,51,Elevated
ICMM13378,High,Changzhou refinery,Changzhou refinery;Changzhou smelter;Changzhou Refinery,31.78,119.968,Smelter;Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13379,High,Chapada,Chapada;Chapada,-14.233,-49.371,Mine,Brazil,copper,gold,silver,TRUE,NA,56,Elevated
ICMM13381,High,Chelyabinsk (DL),Chelyabinsk (DL);Chelyabinsk (RLE);Chelyabinsk Refinery,55.143,61.411,Smelter,Russia,zinc,lead,copper;indium;silver;cadmium,NA,TRUE,51,Elevated
,,,,,,,,,,,,,,
ICMM13386,High,Chizhou Guan Hua refinery,Chizhou Guan Hua refinery;Chizhou Guan Hua smelter;Chizhou Refinery;Chizhou Plant,30.661,117.471,Smelter;Refinery;Plant,China,copper,lead,zinc,NA,TRUE,56,Elevated
ICMM13388,High,Chongqing refinery,Chongqing refinery;Chongqing smelter,30.65,103.68,Smelter;Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13391,High,Clarksville,NA,36.546,-87.356,Smelter,United States,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13392,High,CNMC Deziwa,NA,-10.794,25.763,Mine,Democratic Republic of the Congo,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13396,High,Comide and Boss Mining,Comide and Boss Mining;Comide,-10.672,25.901,Mine,Democratic Republic of the Congo,copper,cobalt,NA,TRUE,NA,56,Elevated
ICMM13400,High,Copper Mountain,Copper Mountain;Copper Mountain,49.336,-120.526,Mine,Canada,copper,gold,silver,TRUE,NA,56,Elevated
ICMM13402,High,Cosala,Cosala;Cosala,24.49,-106.641,Mine,Mexico,silver,zinc,lead;copper;gold,TRUE,NA,36,Elevated
ICMM13404,High,Dahej Flash,Dahej Flash;Dahej Smelter;Dahej (Alibag) Refinery,21.702,72.54,Smelter,India,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13405,High,Dahej Mitsubishi,Dahej Mitsubishi;Dahej refinery,21.7,72.583,Smelter,India,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13409,High,Danxia,Danxia;Danxia Smelter,25.109,113.662,Smelter,China,zinc,lead,copper;cobalt;mercury;silver;cadmium,NA,TRUE,51,Elevated
ICMM13410,High,Dapingzhang,Dapingzhang;Dapingzhang,22.788,100.518,Mine,China,copper,zinc,lead;silver;gold,TRUE,NA,56,Elevated
ICMM13414,High,Delfzijl,NA,53.167,6.743,Smelter,Netherlands,aluminium,NA,NA,NA,TRUE,201,Elevated
,,,,,,,,,,,,,,
ICMM13420,High,Dongtangzi,NA,36.11,116.25,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13421,High,Dongying Fangyuan smelter,NA,37.414,118.863,Smelter,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13422,High,Douar Hajar (Guemassa),Douar Hajar (Guemassa);Marrakesh Refinery;Douar Hajar;Guemassa,31.375,-8.065,Mine,Morocco,zinc,lead,cobalt;copper;gold;iron ore;lead;silver;zinc,TRUE,NA,51,Elevated
ICMM13423,High,Dubal,NA,25.233,55.283,Smelter,United Arab Emirates,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13424,High,Duddar,Duddar;Duddar,26.09,66.831,Mine,Pakistan,zinc,lead,NA,TRUE,NA,51,Elevated
ICMM13425,High,Dukat,Dukat;Dukat,62.572,155.274,Mine,Russia,silver,gold,lead;copper;zinc,TRUE,NA,36,Elevated
ICMM13428,High,East Tennessee,NA,36.094,-83.697,Mine,United States,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13434,High,El Paso refinery,El Paso refinery;El Paso Refinery,31.764,-106.388,Refinery,United States,copper,gold,silver,NA,TRUE,56,Elevated
ICMM13436,High,Elatsite,Elatsite;Ellatzite,42.752,24.034,Mine,Bulgaria,copper,gold,molybdenum;silver,TRUE,NA,56,Elevated
ICMM13438,High,Elunchun Bachagou West,NA,48.167,122.35,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13439,High,Empire State Mines (Balmat),Empire State Mines (Balmat);Empire State,44.264,-75.411,Mine,United States,zinc,lead,silver;copper;gold,TRUE,NA,51,Elevated
ICMM13441,High,Enterprise project,Enterprise project;Trident Enterprise,-12.186,25.22,Mine,Zambia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM13443,High,Erlihe,Erlihe;Bafangshan,33.95,106.825,Mine,China,zinc,lead,gold;silver,TRUE,NA,51,Elevated
ICMM13445,High,Essen,NA,51.45,6.95,Smelter,Germany,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13448,High,Fangchenggang smelter,NA,21.685,108.407,Smelter,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13449,High,Fankou,NA,25.113,113.63,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13451,High,Ferndale,Ferndale;Intalco Smelter,48.853,-122.588,Smelter,United States,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13453,High,Fjardaal,NA,65.033,-14.158,Smelter,Iceland,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13454,High,Florence project,Florence project;Florence,33.047,-111.428,Mine,United States,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13456,High,Forrestania Nickel,Forrestania Nickel;Forrestania,-32.581,119.737,Mine,Australia,nickel,copper,lithium;cobalt,TRUE,NA,22,Moderate
ICMM13457,High,Francisco I. Madero,Francisco I. Madero;Francisco I Madero,22.819,-102.734,Mine,Mexico,zinc,silver,lead;copper;gold,TRUE,NA,51,Elevated
ICMM13462,High,Gacun,Gacun;Xiacun;Gacun,31.183,99.537,Mine,China,zinc,lead,copper;silver;gold,TRUE,NA,51,Elevated
ICMM13465,High,Qinghai smelter,Ganhe;Qinghai smelter;Xining Refinery,36.549,101.512,Smelter,China,copper,lead,zinc,NA,TRUE,56,Elevated
ICMM13467,High,Ganja smelter,Ganja smelter;Sumgait Smelter,40.599,49.631,Smelter,Azerbaijan,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13469,High,Gaofeng,Gaofeng;Gaofeng;Jinhe,24.839,107.629,Mine,China,zinc,lead,antimony;silver;tin;indium,TRUE,NA,51,Elevated
ICMM13471,High,Genhe,NA,50.787,121.519,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13473,High,Ghatsila refinery,Ghatsila refinery;Ghatsila smelter,22.567,86.483,Smelter;Refinery,India,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13474,High,Gibraltar,Gibraltar;Gibraltar;Gibraltar SX EW,52.518,-122.29,Mine,Canada,copper,molybdenum,gold;silver,TRUE,NA,56,Elevated
ICMM13475,High,Glogow refinery,Glogow refinery;Glogow smelter,51.667,16.1,Smelter;Refinery,Poland,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13476,High,Gokirmak,NA,41.618,34.401,Mine,Turkey,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM13479,High,Goro,Goro,-22.296,166.926,Mine,New Caledonia,nickel,cobalt,NA,TRUE,NA,22,Moderate
ICMM13489,High,Guanacevi,Guanacevi;Guanacevi,25.911,-105.986,Mine,Mexico,silver,gold,lead;zinc,TRUE,NA,36,Elevated
ICMM13493,High,Guixi refinery,Guixi refinery;Guixi Refinery,28.295,117.2,Refinery,China,copper,gold,silver,NA,TRUE,56,Elevated
ICMM13494,High,Guixi smelter,NA,28.336,117.074,Smelter,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13496,High,Gumuskoy,Gumuskoy;Gumuskoy,39.459,29.734,Mine,Turkey,silver,NA,NA,TRUE,NA,36,Elevated
ICMM13497,High,Guojiagou,Guojiagou;Jinhui,33.914,106.145,Mine,China,zinc,lead,silver,TRUE,NA,51,Elevated
ICMM13499,High,Hachinohe,Hachinohe;Hachinohe Pb Refinery;Hachinohe Pb Smelter;Hachinohe Smelter;Hachinohe Smelter;Hachinohe (Aomori) Refinery;Hachinohe,40.549,141.493,Smelter;Refinery,Japan,zinc,lead,cadmium;ferronickel;copper;manganese;nickel;cobalt,NA,TRUE,51,Elevated
,,,,,,,,,,,,,,
ICMM13501,High,Hami Huangtupo,NA,42.89,93.938,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13502,High,Hanzhong Bayi,NA,33.135,106.66,Smelter,China,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13504,High,Hawesville,NA,37.862,-86.806,Smelter,United States,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13507,High,Hellyer Tailings,Hellyer Tailings;Hellyer Tailings;Hellyer,-41.575,145.716,Mine,Australia,zinc,lead,silver;gold;copper,TRUE,NA,51,Elevated
ICMM13508,High,Henan Jincheng smelter,NA,35.506,112.934,Smelter,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13510,High,Hengbang smelter,Hengbang smelter;Yantai Guoxing Refinery,37.69,121.082,Smelter;Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
,,,,,,,,,,,,,,
ICMM13514,High,Highland Valley,NA,50.45,-121.038,Mine,Canada,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13515,High,Hikoshima,Hikoshima;Hikoshima Refinery,33.936,130.893,Smelter,Japan,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13516,High,Hirakud,Hirakud;Hirakud Smelter,21.532,83.906,Smelter,India,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13517,High,Hongling,NA,24.464,113.965,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13518,High,Hongtoushan,Hongtoushan;Hongtoushan;Liaoning Pulin;Hongtoushan Smelter,41.995,124.513,Mine,China,copper,zinc,gold;nickel,TRUE,NA,56,Elevated
ICMM13520,High,Hormozal,Hormozal;Bandar Abbas Refinery,27.158,56.075,Smelter,Iran,aluminium,zinc,NA,NA,TRUE,201,Elevated
ICMM13521,High,Houma refinery,Houma refinery;Houma smelter,35.617,111.217,Smelter;Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13523,High,Hoyanger,Hoyanger;Hoyanger Smelter,61.221,6.067,Smelter,Norway,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13524,High,Huaaobaote,NA,44.261,112.527,Mine,China,silver,NA,NA,TRUE,NA,36,Elevated
ICMM13525,High,Huangshaping,Huangshaping;Huangshaping,25.659,112.681,Mine,China,zinc,lead,molybdenum;tungsten;iron ore,TRUE,NA,51,Elevated
ICMM13526,High,Huayuan Zinc,NA,39.7,74.933,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13528,High,Hui County Baohui,NA,33.748,106.096,Smelter,China,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13529,High,Huichun smelter,Huichun smelter;Hunchun Refinery,42.821,130.415,Smelter;Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13530,High,Huidong,NA,26.633,102.869,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13531,High,Huili,Huili;Tianbaoshan,26.973,102.248,Mine,China,zinc,lead,silver,TRUE,NA,51,Elevated
ICMM13532,High,Huize,Huize;Huize Zn Smelter;Huize Refinery;Qujing Smelter,26.465,103.335,Mine;Smelter,China,zinc,lead,NA,TRUE,TRUE,51,Elevated
ICMM13533,High,Huludao (EL),Huludao (EL);Huludao (ISF);Huludao (VR);Shengxin;Huludao Smelter;Huludao Refinery;Huludao (EL);Huludao (ISF);Huludao (VR);Shengxin;Huludao Smelter;Huludao Refinery,40.726,120.929,Smelter;Refinery,China,zinc,copper,silver;lead,NA,TRUE,51,Elevated
ICMM13535,High,Hulunbeier,NA,49.355,119.67,Smelter,China,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13537,High,Huogeqi,Huogeqi;Huogeqi,41.277,106.668,Mine,China,zinc,copper,lead,TRUE,NA,51,Elevated
ICMM13538,High,Husnes (SORAL),NA,59.16,5.46,Smelter,Norway,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13540,High,Imiter,Imiter;Imiter,31.345,-5.731,Mine,Morocco,silver,NA,NA,TRUE,NA,36,Elevated
ICMM13541,High,Indonesia DSO Export,NA,-4.262,121.697,Mine,Indonesia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM13545,High,Irkutsk,NA,52.185,104.639,Smelter,Russia,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13547,High,Irtysh refinery,Irtysh refinery;Irtysh smelter,50.1,82.317,Smelter;Refinery,Kazakhstan,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13550,High,Jaguar,Jaguar;Jaguar,-28.418,121.143,Mine,Australia,zinc,copper,lead;silver;gold,TRUE,NA,51,Elevated
ICMM13553,High,Jiama,Jiama,29.706,91.652,Mine,China,copper,gold,lead;molybdenum;silver;zinc,TRUE,NA,56,Elevated
ICMM13556,High,Jiashengpan,Jiashengpan,41.227,109.218,Mine,China,zinc,lead,iron ore;copper;silver;gold,TRUE,NA,51,Elevated
ICMM13557,High,Jiawula,Jiawula;Rongda;Chagan,48.8,116.276,Mine,China,zinc,silver,lead,TRUE,NA,51,Elevated
ICMM13559,High,Jinchang smelter,Jinchang smelter;Jinchuan Mine;Jinchuan Smelter;Jinchuan Refinery;Jinchuan Fangchenggang Smelter;Jinchuan Fangchenggang Refinery;Jinchang Refinery,38.504,102.2,Smelter;Refinery,China,copper,nickel,gold;cobalt;palladium;platinum;rhodium;silver,NA,TRUE,56,Elevated
ICMM13560,High,Jinchuan refinery,Jinchuan refinery;Jinchuan smelter,31.5,102.05,Mine;Smelter;Refinery,China,copper,nickel,NA,TRUE,TRUE,56,Elevated
ICMM13561,High,Jinding,Jinding;Lanping;Lanping Jinding;Yunnan Jinding Refinery;Lanping Refinery,26.405,99.414,Mine;Refinery,China,zinc,lead,barium;phosphate;silver;cadmium,TRUE,TRUE,51,Elevated
ICMM13562,High,Jindong,NA,26.188,118.013,Mine,China,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13564,High,Jinwan (Jiangxi),NA,29.78,116.27,Smelter,China,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM13568,High,Juanicipio,Juanicipio;Juanicipio,23.131,-102.952,Mine,Mexico,silver,gold,lead;zinc;copper,TRUE,NA,36,Elevated
ICMM13569,High,Juiz de Fora,Juiz de Fora,-21.839,-43.382,Smelter,Brazil,zinc,cadmium,NA,NA,TRUE,51,Elevated
ICMM13570,High,Julong smelter,NA,29.735,91.691,Smelter,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13571,High,Kai Peng,NA,-10.964,26.659,Mine,Democratic Republic of the Congo,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13575,High,Kamoa Smelter,Kamoa Smelter;Kamoa Kakula,-10.886,25.19,Mine;Smelter,Democratic Republic of the Congo,copper,NA,NA,TRUE,TRUE,56,Elevated
,,,,,,,,,,,,,,
ICMM13578,High,Kangxi smelter,Kangxi smelter;Guixi Smelter;Hukou Smelter;Hukou Refinery;Jiangxi Rijia Smelter,28.334,117.228,Smelter;Refinery,China,copper,gold,lead;silver;zinc,NA,TRUE,56,Elevated
ICMM13580,High,Kansanshi smelter,NA,-12.116,26.414,Smelter,Zambia,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13581,High,Karabash smelter,Karabash smelter;Karabashsky;Karabash Smelter,55.468,60.206,Smelter;Refinery,Russia,copper,zinc,NA,NA,TRUE,56,Elevated
ICMM13584,High,Karmoy,Karmoy;Karmoy (Pilot);Karmoy Smelter,59.314,5.309,Smelter,Norway,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13586,High,Keketale,Keketale;Qianxin;Qianxin,47.354,89.198,Mine,China,zinc,lead,NA,TRUE,NA,51,Elevated
ICMM13589,High,Keno Hill,Keno Hill,63.908,-135.328,Mine,Canada,silver,lead,zinc;gold,TRUE,NA,36,Elevated
ICMM13590,High,Khakas,NA,53.048,90.398,Smelter,Russia,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13591,High,Khetri refinery,Khetri refinery;Khetri smelter,28.01,75.775,Smelter;Refinery,India,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13592,High,Khoemacau (Boseto),NA,-20.553,22.956,Mine,Botswana,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13595,High,Kisanfu,Kisanfu;Kisanfu;Kisanfu,-10.778,25.973,Mine,Democratic Republic of the Congo,copper,cobalt,diamond,TRUE,NA,56,Elevated
ICMM13597,High,Knuff,Knuff;Alba Smelter;Knuff Smelter,26.09,50.606,Smelter,Bahrain,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13598,High,Koktaszhal,NA,50.115,76.151,Mine,Kazakhstan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13599,High,Kolwezi (Commus),Kolwezi (Commus);Nioka/Kampase;Kolwezi,-10.752,25.418,Mine,Democratic Republic of the Congo,copper,cobalt,zinc,TRUE,NA,56,Elevated
ICMM13601,High,Krasnouralsk (Svyatogor) refinery,Krasnouralsk (Svyatogor) refinery;Krasnouralsk (Svyatogor) smelter;Svyatogor Concentrator;Svyatogor Smelter;Krasnouralsk Smelter,58.35,60.061,Refinery,Russia,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13602,High,Krasnoyarsk,Krasnoyarsk;Krasnoyarsk Smelter;Krastsvetmet Refinery,56.025,93.032,Smelter,Russia,aluminium,gold,iridium;osmium;palladium;platinum;rhodium;ruthenium;silver,NA,TRUE,201,Elevated
ICMM13603,High,Kuala Tanjung,NA,2.983,99.8,Smelter,Indonesia,aluminium,NA,NA,NA,TRUE,201,Elevated
ICMM13605,High,Kunming refinery,Kunming refinery;Kunming smelter,25.04,102.72,Smelter;Refinery,China,copper,lead,zinc,NA,TRUE,56,Elevated
ICMM13607,High,Kure and Murgul,Kure and Murgul;Kure,41.806,33.689,Mine,Turkey,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13608,High,Kurumbukari (Ramu) Mine,Kurumbukari (Ramu) Mine;Basamuk Plant,-5.541,146.133,Mine,Papua New Guinea,nickel,cobalt,NA,TRUE,NA,22,Moderate
ICMM13610,High,Kyzyl Tash Turk,NA,51.191,90.581,Mine,Russia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM13611,High,La Encantada,La Encantada;La Encantada;La Encantada District,28.363,-102.566,Mine,Mexico,silver,gold,lead;zinc;iron ore,TRUE,NA,36,Elevated
ICMM13613,High,La Parilla,La Parilla;La Parrilla,23.738,-104.11,Mine,Mexico,silver,lead,zinc;gold;copper,TRUE,NA,36,Elevated
ICMM13615,High,Lac des Iles,Lac des Iles;Lac des Iles;Lac Des Iles,49.162,-89.625,Mine,Canada,palladium,platinum,nickel;copper;gold;rhodium,TRUE,NA,85,Elevated
ICMM13618,High,Langlois,Langlois;Langlois,49.246,-76.673,Mine,Canada,zinc,copper,lead;silver;gold,TRUE,NA,51,Elevated
ICMM13619,High,Las Bambas,Las Bambas,-14.094,-72.283,Mine,Peru,copper,gold,molybdenum;silver,TRUE,NA,56,Elevated
ICMM13620,High,Las Cruces,NA,38.883,-5.867,Mine,Spain,copper,NA,NA,TRUE,NA,56,Elevated
ICMM13622,High,Legnica refinery,Legnica refinery;Legnica smelter,51.2,16.2,Smelter;Refinery,Poland,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13623,High,Lehong,Lehong;Lehong,27.185,103.254,Mine,China,zinc,lead,silver,TRUE,NA,51,Elevated
ICMM13624,High,Liaoning Province,"Liaoning Province;Shenyang, Liaoning Refinery",41.807,123.411,Refinery,China,copper,NA,NA,NA,TRUE,56,Elevated
ICMM13627,High,Lista,NA,58.07,6.42,Smelter,Norway,aluminium,NA,NA,NA,TRUE,201,Elevated
